,headline,word_count,pub_date,print_section,print_page,section,news_desk,year,is_trump,is_biden,is_coronavirus,is_covid,is_obama,is_clinton,is_iraq,is_afghanistan,is_china,is_iran,is_test
77403,Conservative U.S. Catholics Feel Left Out of the Pope’s Embrace.,1239,2013-11-10T02:03:39+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
77411,"As Washington Keeps Sinking, Governors Rise.",1527,2013-11-10T03:41:14+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
77556,Health Website Tests a Tycoon and Tinkerer.,1308,2013-11-11T03:16:50+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
77566,"Textbooks Reassess Kennedy, Putting Camelot Under Siege.",1600,2013-11-11T04:13:04+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
77907,Obama in Bind Trying to Keep Health Law Vow.,1113,2013-11-12T17:51:41+0000,A,1,U.S.,National,2013,False,False,False,False,True,False,False,False,False,False,False
78081,Don’t Call Her a First Lady; Brown’s Wife Is His Top Aide.,1508,2013-11-13T03:56:52+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
78208,"Only 106,000 Pick Health Insurance Plans in First Month.",1101,2013-11-13T20:35:05+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
78235,"With Enrollment Slow, Some Democrats Back Change in Health Law.",1123,2013-11-13T22:04:40+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
78425,Obama Moves to Avert Cancellation of Insurance.,1253,2013-11-14T15:53:29+0000,A,1,U.S.,National,2013,False,False,False,False,True,False,False,False,False,False,False
78513,Health Law Rollout’s Stumbles Draw Parallels to Bush’s Hurricane Response.,1032,2013-11-14T21:43:41+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
78733,House Approves Bill That Allows Policy Renewals.,1128,2013-11-15T15:33:56+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
78775,Murder Charge in a Shooting on Doorstep.,1132,2013-11-15T16:46:29+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
78928,"For First Time, E.P.A. Proposes Reducing Ethanol Requirement for Gas Mix.",812,2013-11-15T23:47:11+0000,A,10,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
78946,Tennessee Pastor Disputes Wildlife Possession Charge by State.,912,2013-11-16T01:04:30+0000,A,10,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
78948,Immigrants Closely Tied to Military Get Reprieve.,526,2013-11-16T01:16:52+0000,A,10,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
79102,"In Fracas on Health Coverage, Some Democrats Feel Exposed.",1362,2013-11-17T02:42:23+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
79207,"Suzanne Bianchi, 61, Who Analyzed Family Time, Dies.",836,2013-11-18T00:22:38+0000,B,9,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
79239,Lesson Is Seen in Failure of Law on Medicare in 1989.,1270,2013-11-18T02:15:19+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
79433,Obama Pick for Court Is 3rd in a Row Blocked by Republicans.,1211,2013-11-18T23:28:03+0000,A,1,U.S.,National,2013,False,False,False,False,True,False,False,False,False,False,False
79607,Perks Ease Way in Health Plans for Lawmakers.,1081,2013-11-19T19:19:52+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
79737,"In Places Like North St. Louis, Gunfire Still Rules the Night.",2398,2013-11-20T02:35:52+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
79875,Illegal Immigrants Are Divided Over Importance of Citizenship.,1309,2013-11-20T19:10:41+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
80019,Navy Was Warned of Contractor at Center of Bribery Inquiry.,1799,2013-11-21T02:47:00+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
80037,G.O.P. Maps Out Waves of Attacks Over Health Law.,1149,2013-11-21T03:48:34+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
80109,"In Landmark Vote, Senate Limits Use of the Filibuster.",1131,2013-11-21T16:00:54+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
80138,Typhoon Revives Debate on U.S. Food Aid Methods.,914,2013-11-21T18:14:18+0000,A,3,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
80159,Partisan Fever in Senate Likely to Rise.,1090,2013-11-21T19:41:58+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
80313,"James H. Steele, Pioneer in Veterinary Public Health, Dies at 100.",859,2013-11-22T01:42:45+0000,B,9,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
80359,"Once at Kennedy’s Side, Now at One Another’s.",1572,2013-11-22T04:03:54+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
80397,"On a Day It Can Never Escape, Dallas Tries to Heal.",1089,2013-11-22T12:06:10+0000,A,9,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
80517,Prison for a State Chemist Who Faked Drug Evidence.,1010,2013-11-22T20:20:40+0000,A,9,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
80620,Veteran Union Activist Fasts to Support Rights for Illegal Immigrants.,1105,2013-11-23T00:57:11+0000,A,10,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
80623,N.S.A. Report Outlined Goals for More Power.,1714,2013-11-23T01:27:23+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
80638,Racial Abuse Is Alleged at San Jose State University.,662,2013-11-23T02:20:01+0000,A,9,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
80648,Tension and Flaws Before Health Website Crash.,1670,2013-11-23T02:41:37+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
80747,Two Gunshots on a Summer Night.,9360,2013-11-23T22:02:53+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
80762,Don’t Dare Call the Health Law ‘Redistribution’.,1113,2013-11-23T23:53:44+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
80894,Backlash by the Bay: Tech Riches Alter a City.,1399,2013-11-25T01:59:59+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
80904,Court Confronts Religious Rights of Corporations.,1133,2013-11-25T02:26:34+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
81157,ID Verification Lagging on Health Care Website.,862,2013-11-26T02:17:32+0000,A,3,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
81182,"As Homeless Line Up for Food, Los Angeles Weighs Restrictions.",1182,2013-11-26T04:02:50+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
81305,New Rules Would Rein In Nonprofits’ Political Role.,1050,2013-11-26T20:49:07+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
81409,A Plea to Avoid Crush of Users at Health Site.,1075,2013-11-27T02:41:17+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
81547,Online Health Law Sign-Up Is Delayed for Small Business.,1044,2013-11-27T17:59:12+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
81721,Alaska Democrats See a Palin Legacy They Can Like.,1197,2013-11-28T01:56:09+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
81731,The Hard Charger at Obama’s Side Has His Hands Full.,1885,2013-11-28T02:14:50+0000,A,1,U.S.,National,2013,False,False,False,False,True,False,False,False,False,False,True
81800,Medicaid Growth Could Aggravate Doctor Shortage.,1218,2013-11-28T17:28:25+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
81877,Law Limiting Plastic Guns Set to Expire.,969,2013-11-29T01:00:34+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
81889,"Despite Outlaw Image, Hells Angels Sue Often.",3536,2013-11-29T01:56:47+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
82087,Health Care Site Rushing to Make Fixes by Sunday.,1285,2013-11-30T02:19:53+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
82095,Illinois Gives Plan Details for Bailout of Pensions.,1043,2013-11-30T02:44:59+0000,A,10,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
82106,"Close the Store, It’s the Year’s Big Game in Alabama.",1121,2013-11-30T03:03:06+0000,A,10,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
82112,Scandal Widens Over Contracts for Navy Work.,1297,2013-11-30T04:00:05+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
82134,"Inside the Race to Rescue a Health Care Site, and Obama.",5201,2013-11-30T17:08:41+0000,A,1,U.S.,National,2013,False,False,False,False,True,False,False,False,False,False,False
82158,"Eye on 2016, Clintons Rebuild Bond With Blacks.",1330,2013-11-30T19:22:01+0000,A,1,U.S.,National,2013,False,False,False,False,False,True,False,False,False,False,True
82200,"As Oil Floods Plains Towns, Crime Pours In.",1289,2013-11-30T23:09:14+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
82600,A New Wave of Challenges to Health Law.,1126,2013-12-03T02:49:36+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
82637,Detroit Ruling on Bankruptcy Lifts Pension Protections.,1108,2013-12-03T09:56:03+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
83111,Chicago Pursues Deal to Change Pension Funding.,1199,2013-12-05T02:30:41+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
83410,Congress Nears Modest Accord on the Budget.,1025,2013-12-06T01:30:57+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
83448,"California City’s Return to Solvency, With Pension Problem Unsolved.",1511,2013-12-06T02:43:57+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
83656,Health Care Law Providing Relief and Frustration.,1287,2013-12-06T18:31:41+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
83794,North Korea Says It Has Released Veteran It Held After Visit.,1690,2013-12-07T02:17:48+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
83825,"New York’s Junior Senator, Doggedly Refusing to Play the Part.",1452,2013-12-07T04:05:40+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
83829,"Michael Kammen, Historian of U.S. Psyche, Dies at 77.",875,2013-12-07T04:30:35+0000,D,8,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
83875,"Wall Street Mothers, Stay-Home Fathers.",2453,2013-12-07T18:39:14+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
83906,"In Mass Attacks, New Advice Lets Medics Rush In.",993,2013-12-07T20:47:40+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
84024,"In Shepherding Detroit Bankruptcy, Lawyer Tackles a Job He Didn’t Ask For.",1433,2013-12-08T23:48:31+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
84062,Three Senators Try to Hold Off G.O.P. in South.,1288,2013-12-09T02:39:41+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
84098,Eastern States Press Midwest to Improve Air.,1276,2013-12-09T05:11:13+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
84498,Capitol Leaders Agree to a Deal on the Budget.,1124,2013-12-10T21:43:16+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
84589,"After Setbacks, Online Courses Are Rethought.",1169,2013-12-11T03:13:37+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
84916,Tempers Flare as New Rules Strain Senate.,1000,2013-12-12T09:11:39+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
85558,Boehner’s Jabs at Activist Right Show G.O.P. Shift.,990,2013-12-14T02:58:56+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
85568,"In 2 States, Corner Cannabis Store Nears Reality.",1471,2013-12-14T03:39:58+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
85607,Officials Say U.S. May Never Know Extent of Snowden’s Leaks.,1189,2013-12-14T17:14:52+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
85783,Sheriffs Refuse to Enforce Laws on Gun Control.,1317,2013-12-16T01:50:09+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
85793,G.O.P. Firebrands Tone Down Their Message and Run Again.,1066,2013-12-16T02:11:54+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
85921,Judge Questions Legality of N.S.A. Phone Records.,1127,2013-12-16T20:26:12+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
86048,"Obama’s Library, Advisers’ Dream.",1657,2013-12-17T02:54:14+0000,A,1,U.S.,National,2013,False,False,False,False,True,False,False,False,False,False,False
86204,Senate Asks C.I.A. to Share Its Report on Interrogations.,1056,2013-12-17T21:53:05+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
86287,Budget Deal Offers a Reprieve From Washington Paralysis.,1156,2013-12-18T03:06:02+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
86409,Obama Is Urged to Sharply Curb N.S.A. Data Mining.,1510,2013-12-18T18:38:45+0000,A,1,U.S.,National,2013,False,False,False,False,True,False,False,False,False,False,False
86485,Uninsured Skeptical of Health Care Law in Poll.,1428,2013-12-18T23:30:19+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
86689,Obama Commutes Sentences for 8 in Crack Cocaine Cases.,994,2013-12-19T18:00:29+0000,A,1,U.S.,National,2013,False,False,False,False,True,False,False,False,False,False,False
86887,Another Rule in Health Law Is Scaled Back.,807,2013-12-20T02:58:13+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
87204,"Setting the Table for a Regal Butterfly Comeback, With Milkweed.",1124,2013-12-21T02:14:26+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
87226,"Janet D. Rowley, Who Discovered Cancer Can Be Genetic, Dies at 88.",1060,2013-12-21T02:55:33+0000,D,6,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
87335,When the Right to Bear Arms Includes the Mentally Ill.,4875,2013-12-22T00:02:35+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
87439,"In Tech Buying, U.S. Still Stuck in Last Century.",1356,2013-12-23T01:29:02+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
87442,"Amid Steady Deportation, Fear and Worry Multiply Among Immigrants.",1258,2013-12-23T01:43:27+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
87666,Upstart Groups Challenge Rove for G.O.P. Cash.,1378,2013-12-24T02:09:36+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
87781,Sign-Up Period Extended Again for Health Plan.,1194,2013-12-24T21:06:04+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
87858,Indiana Finds It’s Not So Easy to Buck Gay Marriage Trend.,1320,2013-12-25T02:03:25+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
87967,"In a Car-Culture Clash, It’s the Los Angeles Police vs. Pedestrians.",1201,2013-12-26T01:49:58+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,True
88164,Utah Ruling Means No Respite for the Supreme Court on Same-Sex Marriage.,1028,2013-12-27T01:56:48+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
88248,"In Battle Against Fraud in Free Phone Service, the Poor Might Pay the Price.",1024,2013-12-27T16:44:59+0000,A,10,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
88253,Judge Upholds N.S.A.’s Bulk Collection of Data on Calls.,1136,2013-12-27T17:04:16+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
88385,Benefits Ending for One Million Unemployed.,1347,2013-12-28T01:35:17+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
88402,Police Salaries and Pensions Push California City to Brink.,1542,2013-12-28T02:25:35+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
88411,"2,500 Pigs Join Debate Over Farms vs. Scenery.",1360,2013-12-28T02:59:28+0000,A,10,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
88459,West Virginia Democrats Face an Uneasy Time.,1263,2013-12-28T18:40:03+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
88592,Democrats Turn to Minimum Wage as 2014 Strategy.,1111,2013-12-30T02:26:53+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
88809,Senate Discord Drains Power of Finance Chief.,1106,2013-12-31T02:51:11+0000,A,1,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
88915,"Chicago Killings Fall, as Officials Praise Progress .",715,2013-12-31T19:18:16+0000,A,10,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
88948,Florida Law on Drug Tests for Welfare Is Struck Down.,758,2013-12-31T21:11:53+0000,A,10,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
88980,Daunting Calculus for Maine Shrimpers as Entire Season Is Lost.,1048,2013-12-31T23:43:01+0000,A,10,U.S.,National,2013,False,False,False,False,False,False,False,False,False,False,False
39691,Death of Senator Places Christie in Difficult Spot.,1573,2013-06-03T17:22:16+0000,A,1,U.S.,Politics,2013,False,False,False,False,False,False,False,False,False,False,False
1279,Choice to Lead C.I.A. Faces a Changed Agency.,1181,2013-01-07T13:02:51+0000,A,1,U.S.,Washington,2013,False,False,False,False,False,False,False,False,False,False,False
3794,Obama to ‘Put Everything I’ve Got’ Into Gun Control.,1297,2013-01-16T16:36:22+0000,A,1,U.S.,Washington,2013,False,False,False,False,True,False,False,False,False,False,False
7236,"Obama Urges Speed on Immigration Plan, but Exposes Conflicts.",1132,2013-01-29T19:50:48+0000,A,1,U.S.,Washington,2013,False,False,False,False,True,False,False,False,False,False,False
8958,Report Says 54 Countries Helped C.I.A. After 9/11.,655,2013-02-05T04:02:16+0000,A,7,U.S.,Washington,2013,False,False,False,False,False,False,False,False,False,False,False
15382,U.S. Asks Justices to Reject California’s Ban on Gay Marriage.,1250,2013-02-28T20:59:09+0000,A,1,U.S.,Washington,2013,False,False,False,False,False,False,False,False,False,False,False
15766,Report May Ease Path for New Pipeline.,931,2013-03-01T21:32:18+0000,A,9,U.S.,Washington,2013,False,False,False,False,False,False,False,False,False,False,True
17070,C.I.A.’s History Poses Hurdles for an Obama Nominee.,1239,2013-03-07T04:13:52+0000,A,1,U.S.,Washington,2013,False,False,False,False,True,False,False,False,False,False,True
21538,Tower at O’Hare May Be a Victim of Federal Cuts.,816,2013-03-22T23:02:21+0000,A,9,U.S.,Washington,2013,False,False,False,False,False,False,False,False,False,False,True
22468,Justices Cast Doubt on Benefits Ban in U.S. Marriage Law.,1310,2013-03-27T09:36:58+0000,A,1,U.S.,Washington,2013,False,False,False,False,False,False,False,False,False,False,False
28725,State Dept. Sees Little Progress on Global Human Rights.,527,2013-04-20T03:32:14+0000,A,3,U.S.,Washington,2013,False,False,False,False,False,False,False,False,False,False,False
44938,"Bobby (Blue) Bland, Soul and Blues Balladeer, Dies at 83.",1097,2013-06-24T06:30:38+0000,B,10,Arts,Obits,2013,False,False,False,False,False,False,False,False,False,False,False
5,Egypt Says 3 Journalists Will Be Held 15 More Days.,466,2014-01-01T00:24:28+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
45,Old Rivalries Reignited a Fuse in South Sudan.,1370,2014-01-01T02:08:02+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
74,Rebels Seize Portions of Strategic City in South Sudan.,891,2014-01-01T10:00:13+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
80,"Lebanon Arrests Leader of Qaeda-Linked Group, Reports Say.",875,2014-01-01T12:42:26+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
91,"Blast Kills Palestinian, a Diplomat, in Prague.",499,2014-01-01T16:14:58+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
112,E.U. Labor Market Opens for Romanians and Bulgarians.,621,2014-01-01T18:42:45+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
192,"For Prostitutes Jailed in China, Forced Labor With No Recourse.",1238,2014-01-02T04:06:31+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,True,False,False
239,"Deadly Bombing in Beirut Suburb, a Hezbollah Stronghold, Raises Tensions.",935,2014-01-02T15:15:38+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
248,Concern Over an Increasingly Seen Gesture Grows in France.,1072,2014-01-02T16:55:29+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
257,Qaeda-Aligned Militants Threaten Key Iraqi Cities.,1456,2014-01-02T17:54:13+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
413,"While Kerry Pushes Peace Talks, Israeli Leader Airs Criticism.",615,2014-01-03T01:36:05+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
449,Workers Face Police Gunfire Amid Unrest in Cambodia.,631,2014-01-03T08:18:01+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
461,Thatcher Debated Using Military in 1984 Miners’ Strike.,720,2014-01-03T11:28:12+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
474,"Iraq Fighters, Qaeda Allies, Claim Falluja as New State.",1058,2014-01-03T13:36:18+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
568,World War II Bomb Kills One Person in Germany.,189,2014-01-03T18:56:12+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
651,"Once Labeled a Traitor, Korean Aims to Be a Hero.",1141,2014-01-03T22:45:11+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
660,Fear Keeps Thousands of South Sudanese on the Run.,1300,2014-01-03T23:42:51+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
679,Mystery in Hezbollah Operative’s Life and Death.,1350,2014-01-04T01:56:10+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
811,Power Vacuum in Middle East Lifts Militants.,1536,2014-01-05T03:15:23+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
831,"On Tour of Mideast, Kerry Says Iran Might Play Role in Syria Peace Talks.",907,2014-01-05T11:37:35+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,True,True
839,Low Turnout in Bangladesh Elections Amid Boycott and Violence.,951,2014-01-05T17:03:36+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
874,Freed Russian Oligarch Leaves Germany for Switzerland With Family.,393,2014-01-06T00:51:47+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
879,Spain’s Solar Pullback Threatens Pocketbooks.,1298,2014-01-06T01:22:58+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
887,Iraqis Make Gains Against Militants in Key City.,644,2014-01-06T01:47:00+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
900,"The Muslim Brotherhood, Back in a Fight to Survive.",1207,2014-01-06T02:11:43+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
911,Sudan’s Lost Boys Are Drawn Into War at Home.,1445,2014-01-06T02:48:28+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
1010,U.S. and Iran Face Common Enemies in Mideast Strife.,1279,2014-01-06T18:17:00+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,True,False
1077,Israeli Official Points to ‘Incitement’ by Palestinians.,999,2014-01-06T23:13:03+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
1103,High Stakes for Sudan in the South’s Conflict.,1095,2014-01-07T01:21:44+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
1113,Germany Adds Lessons in Islam to Better Blend Its Melting Pot.,1405,2014-01-07T01:55:10+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
1192,Purge of Police Said to Be Move by Turkey to Disrupt Graft Inquiry.,832,2014-01-07T11:14:24+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
1285,308 Thai Officials Face Anticorruption Inquiry.,562,2014-01-07T20:53:58+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
1346,"In Iraqi City Under Siege, More Support for Militants Than Officials.",1107,2014-01-08T01:16:03+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,True
1377,Saudis Back Syrian Rebels Despite Risks.,1345,2014-01-08T02:42:50+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
1555,"African Artists, Lifted by the Promises of Democracy and the Web.",1397,2014-01-08T21:40:40+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
1578,Germany Charges Former SS Member in Wartime Killings.,500,2014-01-08T22:48:41+0000,A,5,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,True
1603,U.S. to List Libyan Groups and Militant Tied to Benghazi Attack as Terrorists.,750,2014-01-09T00:32:08+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
1618,Greenpeace in New Feud With Russia Over a Ship Seized by Senegal.,560,2014-01-09T01:13:55+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
1640,Grim Sequel to Iraq’s War.,1272,2014-01-09T02:26:17+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,True
1771,Bomber in Iraq Kills 22 Recruits Seeking to Fight Al Qaeda.,438,2014-01-09T19:06:13+0000,A,3,World,Foreign,2014,False,False,False,False,False,False,True,False,False,False,False
1778,"Tunisia’s Premier Resigns, Formally Ending His Party’s Rule.",601,2014-01-09T19:51:13+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
1889,A Race for More Than the Mayor of Istanbul.,1251,2014-01-10T01:09:56+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
1902,Call to Honor Pakistani Boy in Fatal Tackle of a Bomber.,675,2014-01-10T01:38:45+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
1978,"As Indian Diplomat Exits After Arrest, a Culture Clash Lingers.",1301,2014-01-10T06:34:42+0000,A,1,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
2021,Central African Leader’s Exit Sets Off Rejoicing in the Streets.,876,2014-01-10T13:22:30+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,False,False
2084,Negotiators Move Closer on Iran Nuclear Pact.,653,2014-01-10T17:20:17+0000,A,4,World,Foreign,2014,False,False,False,False,False,False,False,False,False,True,False
