wiki_id,name,description,gender,country,occupation,birth_year,death_year,cause_of_death,age,death_century,death_decade,is_test
Q7280,Emperor He of Han,emperor of the Han Dynasty,Male,Eastern Han Dynasty,monarch,79,106.0,,27.0,100,10.0,False
Q7285,Emperor An of Han,Han dynasty Emperor from 106 to 125,Male,Eastern Han Dynasty,monarch,94,125.0,,31.0,100,12.0,False
Q7286,Émilie du Châtelet,"French mathematician, physicist, and author",Female,Democratic Republic of the Congo,researcher,1706,1749.0,natural causes,43.0,1700,174.0,False
Q7287,Ruby Hirose,American biochemist and bacteriologist,Female,United States of America,researcher,1904,1960.0,,56.0,1900,196.0,False
Q7289,Emperor Shun of Han,Han dynasty Emperor from 125 to 144,Male,Eastern Han Dynasty,ruler,115,144.0,,29.0,100,14.0,True
Q7294,Johannes Brahms,German composer and pianist,Male,Germany,artist,1833,1897.0,natural causes,64.0,1800,189.0,False
Q7297,Emperor Huan of Han,emperor of the Han Dynasty,Male,Eastern Han Dynasty,monarch,132,168.0,,36.0,100,16.0,False
Q7298,Antonín Dvořák,Czech composer (1841-1904),Male,Austria-Hungary; Kingdom of Bohemia,researcher,1841,1904.0,natural causes,63.0,1900,190.0,False
Q7299,Emperor Ling of Han,emperor of the Han Dynasty,Male,Eastern Han Dynasty,artist,156,189.0,,33.0,100,18.0,False
Q7301,Prince of Hongnong,emperor of the Han Dynasty (176-190),Male,Eastern Han Dynasty,politician,176,190.0,suicide,14.0,100,19.0,False
Q7302,George Frideric Handel,"German, later British Baroque composer",Male,Germany; Holy Roman Empire; Kingdom of Great Britain,artist,1685,1759.0,,74.0,1700,175.0,False
Q7304,Gustav Mahler,Austrian late-Romantic composer,Male,Austria-Hungary; Austrian Empire,artist,1860,1911.0,natural causes,51.0,1900,191.0,False
Q7306,Patsy O'Connell Sherman,American chemist,Female,United States of America,researcher,1930,2008.0,,78.0,2000,200.0,False
Q7311,Giacomo Puccini,Italian opera composer (1858-1924),Male,Kingdom of Italy,artist,1858,1924.0,natural causes,66.0,1900,192.0,False
Q7312,Franz Schubert,Austrian composer,Male,Austrian Empire,artist,1797,1828.0,natural causes,31.0,1800,182.0,False
Q7314,Igor Stravinsky,"Russian composer, pianist and conductor",Male,United States of America; France; Russian Empire,artist,1882,1971.0,natural causes,89.0,1900,197.0,False
Q7315,Pyotr Ilyich Tchaikovsky,Russian composer,Male,Russian Empire,artist,1840,1893.0,natural causes,53.0,1800,189.0,False
Q7316,Emperor Xian of Han,last emperor of the Han Dynasty,Male,Eastern Han Dynasty,monarch,181,234.0,,53.0,200,23.0,False
Q7317,Giuseppe Verdi,Italian opera composer (1813-1901),Male,Kingdom of Italy,artist,1813,1901.0,natural causes,88.0,1900,190.0,True
Q7321,Jacques Cartier,French explorer,Male,Kingdom of France,navigator; explorer,1491,1557.0,,66.0,1500,155.0,False
Q7322,Christopher Columbus,"Italian explorer, navigator, and colonizer",Male,Republic of Genova,sailor; explorer,1451,1506.0,,55.0,1500,150.0,True
Q7324,James Cook,"British explorer, navigator",Male,Kingdom of Great Britain,cartographer; naval officer; explorer; seafarer,1728,1779.0,homicide,51.0,1700,177.0,True
Q7326,Hernán Cortés,Spanish conquistador,Male,Spain; Spanish Empire; Habsburg Spain,conquistador; governor; explorer,1485,1547.0,natural causes,62.0,1500,154.0,True
Q7327,Yuri Gagarin,"Soviet pilot and cosmonaut, first human in space (1934-1968)",Male,Soviet Union,politician,1934,1968.0,,34.0,1900,196.0,True
Q7328,Vasco da Gama,Portuguese explorer,Male,Portugal,explorer,1469,1524.0,natural causes,55.0,1500,152.0,False
Q7331,Ibn Battuta,14th century Muslim Berber Moroccan scholar and explorer,Male,Marinid dynasty,artist,1304,1377.0,,73.0,1300,137.0,False
Q7333,Zheng He,"Chinese mariner, explorer, and diplomat",Male,Ming dynasty,politician,1371,1433.0,,62.0,1400,143.0,True
Q7336,Otto Frank,German-born businessman and father of Anne Frank,Male,Switzerland; Kingdom of the Netherlands; Alemania,artist,1889,1980.0,natural causes,91.0,1900,198.0,True
Q7337,Edith Frank-Holländer,mother of Holocaust diarist Anne Frank,Female,Germany; Kingdom of the Netherlands,homekeeper,1900,1945.0,,45.0,1900,194.0,False
Q7339,Margot Frank,older sister of Anne Frank,Female,Kingdom of the Netherlands; Weimar Republic,student,1926,1945.0,homicide; natural causes,19.0,1900,194.0,False
Q7346,John Coltrane,American jazz saxophonist,Male,United States of America,artist,1926,1967.0,natural causes,41.0,1900,196.0,True
Q7349,Joseph Haydn,Austrian composer,Male,Austria,artist,1732,1809.0,,77.0,1800,180.0,False
Q7351,Robert Schumann,German composer,Male,Germany; Kingdom of Saxony,artist,1810,1856.0,natural causes,46.0,1800,185.0,False
Q7356,Emperor Wu of Jin,founding emperor of the Jin Dynasty (265–420),Male,Western Jin dynasty,ruler,236,290.0,,54.0,200,29.0,True
Q7357,Emperor Hui of Jin,2nd emperor of the Jin Dynasty (265–420),Male,Western Jin dynasty,official,259,307.0,homicide,48.0,300,30.0,False
Q7360,Sima Lun,"usurper of the Jin Dynasty (265–420), 3rd of eight princes of the War of the Eight Princes",Male,Western Jin dynasty,politician,240,301.0,capital punishment; suicide,61.0,300,30.0,False
Q7361,Emperor Huai of Jin,3rd emperor of the Jin Dynasty (265–420),Male,China; Western Jin dynasty,monarch,300,313.0,,13.0,300,31.0,False
Q7371,Federico Fellini,Italian filmmaker,Male,Italy; Kingdom of Italy,artist,1920,1993.0,natural causes,73.0,1900,199.0,False
Q7374,Alfred Hitchcock,British film director and producer (1899-1980),Male,United States of America; United Kingdom; United Kingdom of Great Britain and Ireland,artist,1899,1980.0,natural causes,81.0,1900,198.0,False
Q7382,Emperor Min of Jin,emperor of the Jin Dynasty (265–420),Male,China,politician,300,318.0,capital punishment,18.0,300,31.0,False
Q7392,Emperor Yuan of Jin,emperor of the Jin Dynasty,Male,Eastern Jin dynasty,monarch,276,323.0,,47.0,300,32.0,False
Q7393,Emperor Ming of Jin,emperor of the Jin Dynasty (265–420),Male,China; Eastern Jin dynasty,politician,299,325.0,,26.0,300,32.0,False
Q7394,Emperor Cheng of Jin,emperor of the Jin Dynasty (265–420) (321-342),Male,China; Eastern Jin dynasty,politician,321,342.0,,21.0,300,34.0,False
Q7395,Emperor Kang of Jin,emperor of the Jin Dynasty (265–420),Male,China; Eastern Jin dynasty,sovereign,322,344.0,,22.0,300,34.0,True
Q7396,Emperor Mu of Jin,emperor of the Jin Dynasty (265–420),Male,China; Eastern Jin dynasty,sovereign,343,361.0,,18.0,300,36.0,False
Q7398,Emperor Ai of Jin,emperor of the Jin Dynasty (265–420),Male,China; Eastern Jin dynasty,sovereign,341,365.0,,24.0,300,36.0,False
Q7399,Emperor Fei of Jin,emperor of the Jin Dynasty (265–420),Male,China; Eastern Jin dynasty,politician,342,386.0,,44.0,300,38.0,False
Q7400,Emperor Jianwen of Jin,emperor of the Jin Dynasty (265–420) (320-372),Male,China,politician,320,372.0,,52.0,300,37.0,False
Q7402,Emperor Xiaowu of Jin,emperor of the Jin Dynasty (265–420),Male,China,politician,362,396.0,homicide,34.0,300,39.0,False
Q7403,Emperor An of Jin,emperor of the Jin Dynasty (265–420),Male,China,monarch,382,419.0,homicide,37.0,400,41.0,True
Q7404,Emperor Gong of Jin,emperor of the Jin Dynasty (265–420),Male,China,military personnel,386,421.0,homicide,35.0,400,42.0,False
Q7406,Kamala Sohonie,Indian biochemist. First Indian woman to get her Ph.D in a scientific discipline,Female,India; British Raj,researcher,1912,1998.0,,86.0,1900,199.0,False
Q7409,Hertha Sponer,German physicist and chemist,Female,Germany,researcher,1895,1968.0,,73.0,1900,196.0,True
Q7410,Anna Sundström,First woman chemist in Sweden,Female,Sweden,researcher,1785,1871.0,,86.0,1800,187.0,False
Q7415,Mária Telkes,Hungarian–American scientist and inventor,Female,Hungary; United States of America,researcher,1900,1995.0,,95.0,1900,199.0,False
Q7416,Margaret Thatcher,British stateswoman and prime minister (1925–2013),Female,United Kingdom; United Kingdom of Great Britain and Ireland,researcher,1925,2013.0,natural causes,88.0,2000,201.0,False
Q7418,Emperor Wen of Sui,founding emperor of the Sui Dynasty (541-604),Male,Sui dynasty; China,politician,541,604.0,,63.0,600,60.0,False
Q7419,Emperor Yang of Sui,emperor of the Sui Dynasty,Male,Sui dynasty,artist,569,617.0,,48.0,600,61.0,True
Q7420,Emperor Gong of Sui,emperor of the Sui Dynasty,Male,Sui dynasty; Tang Empire,sovereign,605,619.0,,14.0,600,61.0,False
Q7422,Yang Tong,emperor of the Sui Dynasty,Male,Sui dynasty; Tang Empire,politician,605,619.0,capital punishment; homicide,14.0,600,61.0,False
Q7423,Karen Wetterhahn,American chemist,Female,United States of America,researcher,1948,1997.0,accident,49.0,1900,199.0,True
Q7424,Elsie Widdowson,British nutritionist,Female,United Kingdom; United Kingdom of Great Britain and Ireland,nutritionist,1906,2000.0,,94.0,2000,200.0,False
Q7429,Nina Andreyeva,"Russian chemist, teacher, author, political activist, and social critic (1938-2020)",Female,Russia; Soviet Union,researcher,1938,2020.0,,82.0,2000,202.0,True
Q7433,Myrtle Bachelder,American chemist and Women's Army Corps officer,Female,United States of America,researcher,1908,1997.0,,89.0,1900,199.0,False
Q7435,Leslie Barnett,British molecular biologist,Female,United Kingdom; United Kingdom of Great Britain and Ireland,molecular biologist,1920,2002.0,,82.0,2000,200.0,False
Q7438,Emperor Jingzong of Western Xia,Founding emperor of the Western Xia Dynasty,Male,Western Xia,politician,1003,1048.0,homicide,45.0,1000,104.0,False
Q7440,Ruth R. Benerito,American scientist and inventor,Female,United States of America,researcher,1916,2013.0,,97.0,2000,201.0,False
Q7443,Emperor Yizong of Western Xia,emperor of the Western Xia Dynasty,Male,Western Xia,politician,1047,1068.0,,21.0,1000,106.0,False
Q7444,Hazel Bishop,American chemist and cosmetics company founder,Female,United States of America,researcher,1906,1998.0,,92.0,1900,199.0,False
Q7445,Lucy Everest Boole,Irish chemist and pharmacist (1862-1904),Female,United Kingdom of Great Britain and Ireland,researcher,1862,1904.0,,42.0,1900,190.0,False
Q7446,Rachel Fuller Brown,American chemist,Female,United States of America,researcher,1898,1980.0,,82.0,1900,198.0,False
Q7447,Emma P. Carr,American spectroscopist and chemical educator,Female,United States of America,researcher,1880,1972.0,,92.0,1900,197.0,False
Q7448,Emperor Huizong of Western Xia,emperor of the Western Xia Dynasty,Male,Western Xia,politician,1061,1086.0,,25.0,1000,108.0,False
Q7450,Asima Chatterjee,Indian chemist (1917-2006),Female,India; British Raj,researcher,1917,2006.0,,89.0,2000,200.0,False
Q7453,Emperor Renzong of Western Xia,emperor of the Western Xia Dynasty,Male,Western Xia,monarch,1124,1193.0,,69.0,1100,119.0,False
Q7456,Emperor Xiangzong of Western Xia,emperor of the Western Xia Dynasty,Male,Western Xia,politician,1170,1211.0,,41.0,1200,121.0,False
Q7457,Emperor Shenzong of Western Xia,emperor of the Western Xia Dynasty,Male,Western Xia,politician,1163,1226.0,,63.0,1200,122.0,False
Q7458,Emperor Xianzong of Western Xia,emperor of the Western Xia Dynasty,Male,Western Xia,politician,1181,1226.0,,45.0,1200,122.0,True
Q7465,Mildred Cohn,American biochemist,Female,United States of America,researcher,1913,2009.0,,96.0,2000,200.0,False
Q7470,Mary Peters Fieser,American chemist,Female,United States of America,researcher,1909,1997.0,,88.0,1900,199.0,True
Q7471,Emperor Taizu of Song,"Founding emperor of the Song Dynasty, ending the Five Dynasties and Ten Kingdoms period (907–979)",Male,Song dynasty,military personnel,927,976.0,,49.0,900,97.0,False
Q7473,Emperor Taizong of Song,2nd emperor of the Song Dynasty,Male,Song dynasty,ruler,939,997.0,,58.0,900,99.0,False
Q7474,Rosalind Franklin,"British chemist, biophysicist, and X-ray crystallographer",Female,United Kingdom of Great Britain and Ireland,researcher,1920,1958.0,natural causes,38.0,1900,195.0,False
Q7475,Emperor Zhenzong of Song,emperor of the Song Dynasty,Male,Song dynasty,ruler,968,1022.0,,54.0,1000,102.0,False
Q7477,Emperor Renzong of Song,4th emperor of the Song Dynasty,Male,Song dynasty; Northern Song Dynasty,ruler; aristocrat,1010,1063.0,,53.0,1000,106.0,True
Q7478,Elizabeth Fulhame,Scottish chemist,Female,Scotland,researcher,1760,1790.0,,30.0,1700,179.0,False
Q7479,Emperor Yingzong of Song,5th Emperor of the Northern Song Dynasty,Male,Song dynasty,ruler; aristocrat,1032,1067.0,,35.0,1000,106.0,False
Q7480,Louise Giblin,American chemist,Female,United States of America,researcher,1895,1973.0,,78.0,1900,197.0,False
Q7481,Mary L. Good,American chemist,Female,United States of America,researcher,1931,2019.0,,88.0,2000,201.0,False
Q7482,Louise Hammarström,Swedish chemist,Female,Sweden,researcher,1849,1917.0,,68.0,1900,191.0,True
Q7483,Emperor Shenzong of Song,6th emperor of the Northern Song Dynasty,Male,Song dynasty,monarch; ruler; aristocrat,1048,1085.0,,37.0,1000,108.0,True
Q7484,Emperor Zhezong of Song,7th emperor of the Song Dynasty,Male,Song dynasty,ruler,1076,1100.0,,24.0,1100,110.0,True
Q7485,Anna J. Harrison,American organic chemist,Female,United States of America,researcher,1912,1998.0,,86.0,1900,199.0,True
Q7486,Emperor Huizong of Song,emperor of the Song Dynasty (1082-1135),Male,Song dynasty; China,artist,1082,1135.0,,53.0,1100,113.0,True
Q7487,Dorothy Hodgkin,British chemist,Female,United Kingdom,researcher,1910,1994.0,,84.0,1900,199.0,False
Q7488,Emperor Qinzong of Song,emperor of the Song Dynasty,Male,Song dynasty,ruler; aristocrat,1100,1161.0,,61.0,1100,116.0,False
Q7489,Emperor Gaozong of Song,emperor of Song Dynasty China,Male,Song dynasty,artist,1107,1187.0,,80.0,1100,118.0,False
Q7490,Clara Immerwahr,German chemist,Female,German Empire,researcher,1870,1915.0,suicide,45.0,1900,191.0,False
Q7491,Jane Stafford,American medical writer and chemist,Female,United States of America,researcher,1899,1991.0,,92.0,1900,199.0,False
Q7492,Emperor Xiaozong of Song,Emperor of the Song Dynasty,Male,Song dynasty,artist,1127,1194.0,,67.0,1100,119.0,False
Q7494,Emperor Guangzong of Song,emperor of the Song Dynasty,Male,Song dynasty,ruler,1147,1200.0,,53.0,1200,120.0,False
Q7496,Emperor Ningzong of Song,emperor of the Song Dynasty,Male,Song dynasty,ruler; aristocrat,1168,1224.0,,56.0,1200,122.0,False
Q7497,Emperor Lizong of Song,emperor of the Song Dynasty,Male,Song dynasty,ruler,1205,1264.0,,59.0,1200,126.0,False
Q7498,Emperor Duzong of Song,emperor of the Song Dynasty,Male,Song dynasty,ruler,1240,1274.0,,34.0,1200,127.0,True
Q7500,Emperor Gong of Song,emperor of the Song Dynasty,Male,Song dynasty,artist,1271,1323.0,capital punishment; suicide,52.0,1300,132.0,True
Q7504,Irène Joliot-Curie,French scientist (1897-1956),Female,France,researcher,1897,1956.0,natural causes,59.0,1900,195.0,False
Q7506,Joyce Jacobson Kaufman,Jewish American chemist,Female,United States of America,researcher,1929,2016.0,,87.0,2000,201.0,False
Q7509,Stephanie L. Kwolek,American chemist; invented Kevlar,Female,United States of America; Poland,researcher,1923,2014.0,,91.0,2000,201.0,False
Q7513,Kathleen Lonsdale,Irish crystallographer,Female,United Kingdom,researcher,1903,1971.0,natural causes,68.0,1900,197.0,True
Q7515,Maud Menten,Canadian physician and chemist,Female,Canada,researcher,1879,1960.0,,81.0,1900,196.0,True
Q7517,Tolui,Son of Genghis Khan by his chief khatun Börte and regent of the Mongol Empire (c.1191-1232),Male,Mongol Empire,khan; regent,1191,1232.0,,41.0,1200,123.0,False
Q7519,Ögedei Khan,Khan of the Mongol Empire (c.1186-1241) (r. 1229-1241),Male,Mongol Empire,khan,1186,1241.0,,55.0,1200,124.0,False
Q7521,Möngke Khan,Fourth Great Khan of the Mongol Empire,Male,Mongol Empire,khan,1209,1259.0,,50.0,1200,125.0,False
Q7522,Carmen Hermosillo,"Community manager, essayist, poet, research analyst",Female,United States of America,artist,1940,2008.0,,68.0,2000,200.0,False
Q7523,Kublai Khan,"founding emperor of the Yuan Dynasty, grandson of Genghis Khan",Male,Yuan dynasty,military personnel,1215,1294.0,,79.0,1200,129.0,False
Q7531,Louise Nevelson,American sculptor (1899-1988),Female,United States of America; Russian Empire,artist,1899,1988.0,,89.0,1900,198.0,True
Q7541,Sally Floyd,American computer scientist,Female,United States of America,researcher,1950,2019.0,natural causes,69.0,2000,201.0,False
Q7542,Prince,"American singer, musician, and songwriter",Male,United States of America,artist,1958,2016.0,accident,58.0,2000,201.0,False
Q7546,Ingmar Bergman,Swedish filmmaker (1918-2007),Male,Sweden,artist,1918,2007.0,,89.0,2000,200.0,False
Q7555,Jude Milhon,American hacker & author,Female,United States of America,researcher,1939,2003.0,natural causes,64.0,2000,200.0,False
Q7563,Joyce K. Reynolds,American computer scientist,Female,United States of America,researcher,1950,2015.0,,65.0,2000,201.0,False
Q7604,Leonhard Euler,Swiss mathematician,Male,Switzerland; Kingdom of Prussia; Russian Empire; Old Swiss Confederacy,researcher,1707,1783.0,natural causes,76.0,1700,178.0,False
Q7721,Napoleon III,"French emperor, president, and member of the House of Bonaparte (1808-1873)",Male,France,politician,1808,1873.0,natural causes,65.0,1800,187.0,False
Q7723,Napoleon II,Emperor of the French,Male,France,drawer,1811,1832.0,natural causes,21.0,1800,183.0,False
Q7724,August Strindberg,"Swedish novelist, poet (1849-1912)",Male,Sweden,artist,1849,1912.0,natural causes,63.0,1900,191.0,False
Q7726,Joseph Bonaparte,elder brother of Napoleon Bonaparte (1768-1844),Male,France,politician,1768,1844.0,,76.0,1800,184.0,True
Q7728,Grazia Deledda,Italian writer,Female,Kingdom of Italy,artist,1871,1936.0,,65.0,1900,193.0,True
Q7729,Louis Bonaparte,"King of Holland, brother of Napoleon Bonaparte, member of the House of Buonaparte (1778-1846)",Male,France,researcher,1778,1846.0,natural causes,68.0,1800,184.0,False
Q7731,Alexis of Russia,Tsar of Russia,Male,Tsardom of Russia,monarch,1629,1676.0,,47.0,1600,167.0,False
Q7732,Louis XVI of France,King of France and Navarre (1754-1793),Male,France,politician,1754,1793.0,capital punishment,39.0,1700,179.0,False
Q7738,Louis XV of France,Bourbon monarch who ruled as King of France and of Navarre (1710-1774) (r. 1715–1774),Male,France,art collector,1710,1774.0,natural causes,64.0,1700,177.0,False
Q7742,Louis XIV of France,"King of France and Navarra, from 1643 to 1715",Male,Kingdom of France,artist,1638,1715.0,natural causes,77.0,1700,171.0,False
Q7750,Louis XVIII of France,Bourbon King of France and of Navarre (1755-1824),Male,Spain; France,politician,1755,1824.0,natural causes,69.0,1800,182.0,False
Q7751,Giuseppe Arcimboldo,Italian painter of the late Renaissance,Male,Duchy of Milan,artist,1527,1593.0,,66.0,1500,159.0,False
Q7758,Charles X of France,King of France (1757-1836) (r. 1824-1830),Male,Spain; France,politician,1757,1836.0,natural causes,79.0,1800,183.0,True
Q7767,Eduard Hau,Baltic German painter and graphic artist (1807-1888),Male,Russian Empire,artist,1807,1888.0,,81.0,1800,188.0,False
Q7770,Francesco Bacchiacca,Italian Renaissance painter (1494-1557),Male,,artist,1494,1557.0,,63.0,1500,155.0,False
Q7771,Louis Philippe I,King of the French (1773-1850),Male,France,politician,1773,1850.0,,77.0,1800,185.0,True
Q7780,Fra Bartolomeo,Italian Renaissance painter (1472-1517),Male,Italy,artist,1472,1517.0,,45.0,1500,151.0,False
Q7789,Ambrogio Bergognone,Italian Renaissance painter,Male,,artist,1453,1523.0,,70.0,1500,152.0,True
Q7793,Donato Bramante,"architect, sculptor, graphic artist, fresco painter, painter",Male,Italy,artist,1443,1514.0,,71.0,1500,151.0,False
Q7799,Bramantino,Italian painter and architect,Male,,artist,1465,1530.0,,65.0,1500,153.0,False
Q7814,Giotto di Bondone,Italian painter and architect,Male,Republic of Florence,artist,1267,1337.0,,70.0,1300,133.0,False
Q7824,Annibale Carracci,Bolognese painter of the Baroque (1560-1609),Male,Papal States,artist,1560,1609.0,,49.0,1600,160.0,True
Q7833,Boris Vian,"French polymath: writer, poet, musician, singer, translator, critic, actor, inventor and engineer (1920-1959)",Male,France,artist,1920,1959.0,natural causes,39.0,1900,195.0,False
Q7836,René Magritte,Belgian painter (1898-1967),Male,Belgium,artist,1898,1967.0,natural causes,69.0,1900,196.0,True
Q7841,Alfred Jarry,French writer,Male,France,artist,1873,1907.0,natural causes,34.0,1900,190.0,True
Q7934,Frank Herbert,American writer,Male,United States of America,artist,1920,1986.0,natural causes,66.0,1900,198.0,False
Q7981,Lluís Companys,123rd President of Catalonia,Male,Spain,politician,1882,1940.0,capital punishment,58.0,1900,194.0,False
Q7990,Rurik,Varangian chieftain,Male,,statesperson,830,879.0,,49.0,800,87.0,False
Q7996,Ivan IV Vasilyevich,Grand Prince of Moscow and 1st Tsar of Russia (1530-1584),Male,Grand Duchy of Moscow; Tsardom of Russia,artist,1530,1584.0,,54.0,1500,158.0,False
Q8003,Sergei Eisenstein,Soviet filmmaker,Male,Soviet Union; Russian Empire,artist,1898,1948.0,natural causes,50.0,1900,194.0,False
Q8005,Josep Tarradellas i Joan,Spanish Catalan politician (1899-1988),Male,Spain,politician,1899,1988.0,,89.0,1900,198.0,False
Q8006,Akira Kurosawa,Japanese film maker,Male,Japan,artist,1910,1998.0,natural causes,88.0,1900,199.0,False
Q8007,Franklin Delano Roosevelt,"U.S. American politician, 32nd president of the United States (1882-1945)",Male,United States of America,politician,1882,1945.0,natural causes,63.0,1900,194.0,True
Q8016,Winston Churchill,"British statesman, army officer, and writer (1874–1965)",Male,United Kingdom,researcher,1874,1965.0,natural causes,91.0,1900,196.0,False
Q8018,Augustine of Hippo,"early Christian theologian, philosopher and Church Father",Male,ancient Rome,researcher,354,430.0,,76.0,400,43.0,False
Q8023,Nelson Mandela,"1st President of South Africa, anti-apartheid activist (1918–2013)",Male,South Africa,politician,1918,2013.0,,95.0,2000,201.0,False
Q8027,Martin Luther King Jr.,"American clergyman, activist, and leader in the American Civil Rights Movement",Male,United States of America,artist,1929,1968.0,homicide,39.0,1900,196.0,False
Q8053,Jules Hardouin Mansart,French Baroque architect,Male,France,artist,1646,1708.0,,62.0,1700,170.0,False
Q8056,Louis Antoine de Pardaillan de Gondrin,French nobleman,Male,France,military personnel,1664,1736.0,,72.0,1700,173.0,False
Q8058,Guy Georget,king of France from 1461 to 1483,Male,France,politician,1423,1483.0,natural causes,60.0,1400,148.0,False
Q8159,Paul Bocuse,French chef,Male,France,businessperson,1926,2018.0,natural causes,92.0,2000,201.0,True
Q8262,Kurt Von Hess,Canadian professional wrestler,Male,Canada,professional wrestler,1942,1999.0,,57.0,1900,199.0,False
Q8270,Claes Gerritszoon Compaen,Privateer and pirate,Male,Netherlands,privateer; merchant,1587,1660.0,,73.0,1600,166.0,False
Q8284,Ivan Dirkie de Veenboer,Corsair,Male,Dutch Republic,privateer; pirate,1599,1620.0,,21.0,1600,162.0,False
Q8286,Dean Ho,American professional wrestler,Male,United States of America,professional wrestler; amateur wrestler,1940,2021.0,,81.0,2000,202.0,False
Q8287,Elmer Gethin Rees,Welsh Mathematician,Male,United Kingdom,researcher,1941,2019.0,,78.0,2000,201.0,False
Q8346,Albert Arnold Gillespie,American cinema special effects artist,Male,United States of America,artist,1899,1978.0,,79.0,1900,197.0,False
Q8351,Fred Sersen,Czechoslovak/American painter and cinema special effects artist,Male,United States of America,artist,1890,1962.0,,72.0,1900,196.0,False
Q8367,Hans Schmidt,German General of the Infantry,Male,Germany,military personnel,1877,1948.0,,71.0,1900,194.0,False
Q8384,Louis X of France,King of France and of Navarre,Male,France,ruler,1289,1316.0,,27.0,1300,131.0,False
Q8409,Alexander the Great,king of Macedon,Male,Macedonia,politician,-356,-323.0,natural causes,33.0,-400,-33.0,False
Q8423,Cyrus the Great,King and founder of the Achaemenid Empire,Male,Achaemenid Empire,military personnel,-600,-530.0,,70.0,-600,-53.0,False
Q8433,Philip V of France,King of France and Navarre (1316-1322),Male,France,ruler,1293,1322.0,natural causes,29.0,1300,132.0,True
Q8440,Hugo Chávez,president of Venezuela (1999-2013),Male,Venezuela,politician,1954,2013.0,natural causes,59.0,2000,201.0,False
Q8442,Otto von Bismarck,German statesman and Chancellor (1815-1898),Male,Kingdom of Prussia; Prussia; German Empire,politician,1815,1898.0,natural causes,83.0,1800,189.0,False
Q8446,Kurt Cobain,"American singer, musician, and composer",Male,United States of America,artist,1967,1994.0,suicide,27.0,1900,199.0,False
Q8453,Cima da Conegliano,Italian Renaissance painter (1459-1517),Male,Republic of Venice,artist,1459,1517.0,,58.0,1500,151.0,False
Q8457,Antonio da Correggio,Italian painter of the Parma school of the Italian Renaissance (1489-1534),Male,,artist,1489,1534.0,,45.0,1500,153.0,False
Q8462,Timur,Turkic khan and founder of the Timurid Empire (1336-1405),Male,Shahrisabz,warrior,1336,1405.0,,69.0,1400,140.0,True
Q8467,Umar ibn Al-Khattāb,companion of Muhammad (Second Caliph of Islam),Male,Rashidun Caliphates,statesperson,585,644.0,homicide,59.0,600,64.0,False
Q8468,Temür Khan,emperor of the Yuan Dynasty,Male,Yuan dynasty,khan,1265,1307.0,,42.0,1300,130.0,False
Q8474,Suleiman the Magnificent,Sultan of the Ottoman Empire,Male,Ottoman Empire,artist,1494,1566.0,natural causes,72.0,1500,156.0,False
Q8479,Peter the Great,"Tsar and 1st Emperor, founder of the Russian Empire",Male,Russian Empire; Tsardom of Russia,statesperson; ruler,1672,1725.0,,53.0,1700,172.0,True
Q8506,Il Sodoma,Italian Renaissance painter (1477-1549),Male,,artist,1477,1549.0,,72.0,1500,154.0,False
Q8511,Lorenzo di Credi,Italian Renaissance painter and sculptor (c.1459-1537),Male,Republic of Florence; Duchy of Florence,artist,1459,1537.0,,78.0,1500,153.0,True
Q8537,Bernardino Luini,16th century Italian painter (1475-1532),Male,Italy,artist,1475,1532.0,,57.0,1500,153.0,False
Q8540,Ayurbarwada Buyantu Khan,emperor of the Yuan Dynasty (1285-1320),Male,Yuan dynasty,politician,1285,1320.0,,35.0,1300,132.0,False
Q8549,Gegeen Khan,emperor of the Yuan Dynasty,Male,Yuan dynasty,sovereign,1302,1323.0,homicide,21.0,1300,132.0,False
Q8556,Edsger W. Dijkstra,Dutch computer scientist,Male,Kingdom of the Netherlands,researcher,1930,2002.0,natural causes,72.0,2000,200.0,False
Q8560,Yesün Temür Khan,emperor of the Yuan Dynasty,Male,Yuan dynasty,ruler,1293,1328.0,,35.0,1300,132.0,False
Q8573,Sun Yat-sen,"Chinese physician, politician and revolutionary (1866-1925)",Male,Qing dynasty; Republic of China (1912–1949),politician,1866,1925.0,natural causes,59.0,1900,192.0,False
Q8597,Akbar,3rd Mughal Emperor (1542-1611),Male,Mughal Empire,politician,1542,1605.0,natural causes,63.0,1600,160.0,False
Q8605,Simón Bolívar,"Venezuelan military and political leader, protagonist of the Spanish-American emancipation against the Spanish Empire (1783-1830)",Male,Spain; Venezuela; Ecuador; Bolivia; Gran Colombia,politician,1783,1830.0,natural causes,47.0,1800,183.0,True
Q8612,Andrew Johnson,"American politician, 17th President of the United States (in office from 1865 to 1869)",Male,United States of America,politician,1808,1875.0,natural causes,67.0,1800,187.0,False
Q8619,Pierre Trudeau,15th Prime Minister of Canada (1919-2000),Male,Canada,politician,1919,2000.0,natural causes,81.0,2000,200.0,False
Q8620,Kwame Nkrumah,Ghanaian pan-africanist and the first Prime Minister and President of Ghana (1909-1972),Male,Ghana; Gold Coast,artist,1909,1972.0,natural causes,63.0,1900,197.0,False
Q8644,Gordon Jennings,special effects artist,Male,United States of America,cinematographer,1896,1953.0,,57.0,1900,195.0,False
Q8651,Douglas Shearer,Canadian sound designer and recording director,Male,Canada; United States of America,artist,1899,1971.0,,72.0,1900,197.0,True
