entity_type,name,surname,full_count,surname_count,index_used,error
historical_figure,Nicolas Malebranche,Malebranche,12856,167881,v4_olmo-mix-1124_llama,
historical_figure,Ruđer Josip Bošković,Bošković,621,21326,v4_olmo-mix-1124_llama,
historical_figure,John Blow,Blow,8917,9899507,v4_olmo-mix-1124_llama,
historical_figure,Calico Jack,Jack,56578,140843908,v4_olmo-mix-1124_llama,
historical_figure,Michel Richard Delalande,Delalande,673,15356,v4_olmo-mix-1124_llama,
historical_figure,William Boyce,Boyce,12348,1335847,v4_olmo-mix-1124_llama,
historical_figure,Thomas Chippendale,Chippendale,17312,268417,v4_olmo-mix-1124_llama,
historical_figure,Maurice Quentin de La Tour,Tour,2616,37174441,v4_olmo-mix-1124_llama,
historical_figure,Thomas Gray,Gray,77495,29738947,v4_olmo-mix-1124_llama,
historical_figure,Domenico Egidio Rossi,Rossi,64,5719200,v4_olmo-mix-1124_llama,
historical_figure,Giovanni Battista Piranesi,Piranesi,12470,138320,v4_olmo-mix-1124_llama,
historical_figure,William Gustav of Anhalt-Dessau,Anhalt-Dessau,32,14774,v4_olmo-mix-1124_llama,
historical_figure,Abel Renz,Renz,0,374980,v4_olmo-mix-1124_llama,
historical_figure,Samuel Oppenheimer,Oppenheimer,2178,2094989,v4_olmo-mix-1124_llama,
historical_figure,"Simon Henry Adolph, Count of Lippe-Detmold",Lippe-Detmold,6,3362,v4_olmo-mix-1124_llama,
historical_figure,Antoine Galland,Galland,12424,245105,v4_olmo-mix-1124_llama,
historical_figure,Tokugawa Yoshimune,Yoshimune,6784,33682,v4_olmo-mix-1124_llama,
historical_figure,Domenico Alberti,Alberti,1097,478035,v4_olmo-mix-1124_llama,
historical_figure,Francis Atterbury,Atterbury,2142,67145,v4_olmo-mix-1124_llama,
historical_figure,"Antonio Ferrante Gonzaga, Duke of Guastalla",Guastalla,2,20007,v4_olmo-mix-1124_llama,
historical_figure,Nicholas Herkimer,Herkimer,4178,220465,v4_olmo-mix-1124_llama,
historical_figure,Franz Joseph Spiegler,Spiegler,73,30763,v4_olmo-mix-1124_llama,
historical_figure,Pierre-Jean Mariette,Mariette,745,190829,v4_olmo-mix-1124_llama,
historical_figure,Felix Benda,Benda,73,194626,v4_olmo-mix-1124_llama,
historical_figure,"Heinrich X, Count of Reuss-Ebersdorf",Reuss-Ebersdorf,1,802,v4_olmo-mix-1124_llama,
historical_figure,Pietro Castrucci,Castrucci,218,12706,v4_olmo-mix-1124_llama,
historical_figure,Abraham Alewijn,Alewijn,7,2075,v4_olmo-mix-1124_llama,
historical_figure,Daniel Eberlin,Eberlin,303,23368,v4_olmo-mix-1124_llama,
historical_figure,Pierre-Gabriel Buffardin,Buffardin,173,978,v4_olmo-mix-1124_llama,
historical_figure,Johannes Fabritius,Fabritius,5,37941,v4_olmo-mix-1124_llama,
historical_figure,David Petersen,Petersen,16839,2563061,v4_olmo-mix-1124_llama,
historical_figure,Nicholas Bernoulli,Bernoulli,2093,1758698,v4_olmo-mix-1124_llama,
historical_figure,Georg Christian Lehms,Lehms,461,1385,v4_olmo-mix-1124_llama,
historical_figure,Ignazio Fiorillo,Fiorillo,34,75178,v4_olmo-mix-1124_llama,
historical_figure,Louis de Cahusac,Cahusac,352,5535,v4_olmo-mix-1124_llama,
historical_figure,George August Samuel of Nassau-Idstein,Nassau-Idstein,1,373,v4_olmo-mix-1124_llama,
historical_figure,Friedrich Spanheim the Younger,Younger,3,5492730,v4_olmo-mix-1124_llama,
historical_figure,Charles Frederick II,II,19,191309107,v4_olmo-mix-1124_llama,
historical_figure,Samuel Molyneux,Molyneux,1997,861127,v4_olmo-mix-1124_llama,
historical_figure,Abram Petrovich Gannibal,Gannibal,3027,15576,v4_olmo-mix-1124_llama,
historical_figure,Giovanni Battista Draghi,Draghi,314,1185095,v4_olmo-mix-1124_llama,
historical_figure,Giuseppe Sardi,Sardi,422,132064,v4_olmo-mix-1124_llama,
historical_figure,Johann Michael Feuchtmayer,Feuchtmayer,121,610,v4_olmo-mix-1124_llama,
historical_figure,Stanislaus Czerniewicz,Czerniewicz,185,1809,v4_olmo-mix-1124_llama,
historical_figure,Giulio Cesare Corradi,Corradi,21,49671,v4_olmo-mix-1124_llama,
historical_figure,Pietro Pariati,Pariati,410,715,v4_olmo-mix-1124_llama,
historical_figure,François de Chevert,Chevert,112,4720,v4_olmo-mix-1124_llama,
historical_figure,Friederike of Saxe-Gotha-Altenburg,Saxe-Gotha-Altenburg,0,7572,v4_olmo-mix-1124_llama,
historical_figure,Pietro Baldassare,Baldassare,26,78186,v4_olmo-mix-1124_llama,
historical_figure,Anton thor Helle,Helle,102,638269,v4_olmo-mix-1124_llama,
historical_figure,Abraham Louis Michell,Michell,0,390701,v4_olmo-mix-1124_llama,
historical_figure,Abraham Lüttringhausen,Lüttringhausen,0,482,v4_olmo-mix-1124_llama,
historical_figure,Abraham Mendle,Mendle,0,18285,v4_olmo-mix-1124_llama,
historical_figure,Abraham Rozanes,Rozanes,0,1690,v4_olmo-mix-1124_llama,
historical_figure,Abraham Siebel,Siebel,0,556234,v4_olmo-mix-1124_llama,
historical_figure,Abraham Sharp,Sharp,1752,10188482,v4_olmo-mix-1124_llama,
historical_figure,Abraham Storck,Storck,1237,74884,v4_olmo-mix-1124_llama,
historical_figure,Abraham van Riebeeck,Riebeeck,403,56376,v4_olmo-mix-1124_llama,
historical_figure,Abraham III of Armenia,Armenia,8,7446513,v4_olmo-mix-1124_llama,
historical_figure,Pierre Seignette,Seignette,210,2518,v4_olmo-mix-1124_llama,
historical_figure,Jean-Baptiste du Hamel,Hamel,116,756323,v4_olmo-mix-1124_llama,
historical_figure,William Blackstone,Blackstone,145173,1731226,v4_olmo-mix-1124_llama,
historical_figure,Jan de Beijer,Beijer,46,69067,v4_olmo-mix-1124_llama,
historical_figure,Vasily Tatishchev,Tatishchev,1959,9343,v4_olmo-mix-1124_llama,
historical_figure,James Harris,Harris,67767,33305539,v4_olmo-mix-1124_llama,
historical_figure,"John Manners, Marquess of Granby",Granby,529,270029,v4_olmo-mix-1124_llama,
historical_figure,"Charles Montagu, 1st Earl of Halifax",Halifax,1012,3769753,v4_olmo-mix-1124_llama,
historical_figure,"Thomas Herbert, 8th Earl of Pembroke",Pembroke,91,1159253,v4_olmo-mix-1124_llama,
historical_figure,William Rowley,Rowley,6713,1131140,v4_olmo-mix-1124_llama,
historical_figure,Mark Catesby,Catesby,8543,168216,v4_olmo-mix-1124_llama,
historical_figure,"Anthony Ashley-Cooper, 3rd Earl of Shaftesbury",Shaftesbury,826,326460,v4_olmo-mix-1124_llama,
historical_figure,"James Hamilton, 4th Duke of Hamilton",Hamilton,176,26696496,v4_olmo-mix-1124_llama,
historical_figure,"John Leveson-Gower, 1st Earl Gower",Gower,80,914497,v4_olmo-mix-1124_llama,
historical_figure,"James Hamilton, 5th Duke of Hamilton",Hamilton,107,26696496,v4_olmo-mix-1124_llama,
historical_figure,"John Hay, 2nd Marquess of Tweeddale",Tweeddale,17,22194,v4_olmo-mix-1124_llama,
historical_figure,Meindert Hobbema,Hobbema,2460,21344,v4_olmo-mix-1124_llama,
historical_figure,Matija Ignacije Radanovic,Radanovic,0,4094,v4_olmo-mix-1124_llama,
historical_figure,"John Manners, 1st Duke of Rutland",Rutland,32,739177,v4_olmo-mix-1124_llama,
historical_figure,Michael Mietke,Mietke,314,1664,v4_olmo-mix-1124_llama,
historical_figure,Charles François de Cisternay du Fay,Fay,545,7325284,v4_olmo-mix-1124_llama,
historical_figure,Maximilien Misson,Misson,315,44905,v4_olmo-mix-1124_llama,
historical_figure,Bernard de la Harpe,Harpe,717,126219,v4_olmo-mix-1124_llama,
historical_figure,Yakov Permyakov,Permyakov,306,6190,v4_olmo-mix-1124_llama,
historical_figure,Lord George Murray,Murray,15017,22515102,v4_olmo-mix-1124_llama,
historical_figure,Jacques de Lajoue,Lajoue,133,327,v4_olmo-mix-1124_llama,
historical_figure,Adam Bernd,Bernd,50,1181029,v4_olmo-mix-1124_llama,
historical_figure,Adam Brendel,Brendel,7,261291,v4_olmo-mix-1124_llama,
historical_figure,Adam Christoph von Flanss,Flanss,0,47,v4_olmo-mix-1124_llama,
historical_figure,Johan Helmich Roman,Roman,1127,133448789,v4_olmo-mix-1124_llama,
historical_figure,Adam Friedrich von Arnstedt,Arnstedt,1,510,v4_olmo-mix-1124_llama,
historical_figure,Adam Frederik Trampe,Trampe,3,11120,v4_olmo-mix-1124_llama,
historical_figure,Apostolo Zeno,Zeno,3372,1720259,v4_olmo-mix-1124_llama,
historical_figure,Adam Heinrich von Witzleben,Witzleben,0,19334,v4_olmo-mix-1124_llama,
historical_figure,Koljo Adam,Adam,0,80510102,v4_olmo-mix-1124_llama,
historical_figure,Ádám Mányoki,Mányoki,250,708,v4_olmo-mix-1124_llama,
historical_figure,Adam Mikołaj Sieniawski,Sieniawski,295,4288,v4_olmo-mix-1124_llama,
historical_figure,Adam Nietzki,Nietzki,1,642,v4_olmo-mix-1124_llama,
historical_figure,Adam Otto von Viereck,Viereck,1,70772,v4_olmo-mix-1124_llama,
historical_figure,Adam Schöttl,Schöttl,0,664,v4_olmo-mix-1124_llama,
historical_figure,Samuel Bellamy,Bellamy,7562,2276490,v4_olmo-mix-1124_llama,
historical_figure,Christopher Polhem,Polhem,2893,57127,v4_olmo-mix-1124_llama,
historical_figure,Carlo Sigismondo Capece,Capece,182,28497,v4_olmo-mix-1124_llama,
historical_figure,Suzuki Harunobu,Harunobu,4782,29239,v4_olmo-mix-1124_llama,
historical_figure,Adolf Brüning,Brüning,6,90513,v4_olmo-mix-1124_llama,
historical_figure,Robert Clicquot,Clicquot,74,145832,v4_olmo-mix-1124_llama,
historical_figure,Louis de Caix d'Hervelois,d'Hervelois,57,253,v4_olmo-mix-1124_llama,
historical_figure,Nathanael Greene,Greene,78855,9141463,v4_olmo-mix-1124_llama,
historical_figure,Antonio Sacchini,Sacchini,812,6689,v4_olmo-mix-1124_llama,
historical_figure,Jean-Baptiste Surian,Surian,1,21146,v4_olmo-mix-1124_llama,
historical_figure,Jean-Vincent d'Abbadie de Saint-Castin,Saint-Castin,256,4904,v4_olmo-mix-1124_llama,
historical_figure,Adriaen van der Werff,Werff,817,26528,v4_olmo-mix-1124_llama,
historical_figure,Nicolas de Saulx-Tavannes,Saulx-Tavannes,2,284,v4_olmo-mix-1124_llama,
historical_figure,Samuel Nunez,Nunez,1242,943506,v4_olmo-mix-1124_llama,
historical_figure,Lorenzo Campins y Ballester,Ballester,3,327917,v4_olmo-mix-1124_llama,
historical_figure,Jean-Joseph de Mondonville,Mondonville,192,3137,v4_olmo-mix-1124_llama,
historical_figure,Francisco María Píccolo,Píccolo,15,73,v4_olmo-mix-1124_llama,
historical_figure,Luc de la Corne,Corne,330,936994,v4_olmo-mix-1124_llama,
historical_figure,Adrian Steger,Steger,4,200656,v4_olmo-mix-1124_llama,
historical_figure,Ilias Miniatis,Miniatis,6,256,v4_olmo-mix-1124_llama,
historical_figure,Nikita Trubetskoy,Trubetskoy,83,24419,v4_olmo-mix-1124_llama,
historical_figure,Joseph Vivien,Vivien,294,686725,v4_olmo-mix-1124_llama,
historical_figure,Benjamin Frobisher,Frobisher,439,344976,v4_olmo-mix-1124_llama,
historical_figure,Johan Gabriel Sparwenfeld,Sparwenfeld,145,348,v4_olmo-mix-1124_llama,
historical_figure,John the Russian,Russian,1398,142263437,v4_olmo-mix-1124_llama,
historical_figure,Pierre Varignon,Varignon,1766,11349,v4_olmo-mix-1124_llama,
historical_figure,James Wolfe,Wolfe,52195,5714929,v4_olmo-mix-1124_llama,
historical_figure,Cotton Mather,Mather,190821,1346054,v4_olmo-mix-1124_llama,
historical_figure,Jacopo Amigoni,Amigoni,1866,9874,v4_olmo-mix-1124_llama,
historical_figure,"William IV, Prince of Orange",Orange,962,23533749,v4_olmo-mix-1124_llama,
historical_figure,Johan Henrik Freithoff,Freithoff,8,99,v4_olmo-mix-1124_llama,
historical_figure,Ferenc Fasching,Fasching,1,64561,v4_olmo-mix-1124_llama,
historical_figure,Bartolomeu Bueno da Silva,Silva,537,8413122,v4_olmo-mix-1124_llama,
historical_figure,Louis Frederick of Saxe-Hildburghausen,Saxe-Hildburghausen,1,8133,v4_olmo-mix-1124_llama,
historical_figure,Anton Erhard Martinelli,Martinelli,125,443095,v4_olmo-mix-1124_llama,
historical_figure,Jean Basset,Basset,465,690935,v4_olmo-mix-1124_llama,
historical_figure,Juan Ramón Koenig,Koenig,1,1894112,v4_olmo-mix-1124_llama,
historical_figure,Charles De Geer,Geer,459,483284,v4_olmo-mix-1124_llama,
historical_figure,Antonio Balestra,Balestra,720,32974,v4_olmo-mix-1124_llama,
historical_figure,Rosario Gagliardi,Gagliardi,1221,123643,v4_olmo-mix-1124_llama,
historical_figure,Shah Waliullah,Waliullah,34719,54408,v4_olmo-mix-1124_llama,
historical_figure,Ahmad Shah Bahadur,Bahadur,2963,1089101,v4_olmo-mix-1124_llama,
historical_figure,Florent-Jean de Vallière,Vallière,232,29611,v4_olmo-mix-1124_llama,
historical_figure,José del Campillo,Campillo,202,67364,v4_olmo-mix-1124_llama,
historical_figure,Antoine Rivet de La Grange,Grange,11,1577701,v4_olmo-mix-1124_llama,
historical_figure,Christian Tobias Damm,Damm,35,529302,v4_olmo-mix-1124_llama,
historical_figure,Alexander Sumarokov,Sumarokov,913,7612,v4_olmo-mix-1124_llama,
historical_figure,Joseph-Nicolas Delisle,Delisle,1992,222694,v4_olmo-mix-1124_llama,
historical_figure,Princess Louise of Denmark,Denmark,356,20903672,v4_olmo-mix-1124_llama,
historical_figure,Francisco Ibáñez de Peralta,Peralta,6,887636,v4_olmo-mix-1124_llama,
historical_figure,Juan Andrés de Ustariz,Ustariz,11,1623,v4_olmo-mix-1124_llama,
historical_figure,John Bevis,Bevis,5683,211080,v4_olmo-mix-1124_llama,
historical_figure,Marc-Joseph Marion du Fresne,Fresne,1192,47766,v4_olmo-mix-1124_llama,
historical_figure,Henri d'Harcourt,d'Harcourt,52,11716,v4_olmo-mix-1124_llama,
historical_figure,Bernardi Ramazzini,Ramazzini,0,37175,v4_olmo-mix-1124_llama,
historical_figure,Hans von Fersen,Fersen,80,68689,v4_olmo-mix-1124_llama,
historical_figure,"Henri Jules, Prince of Condé",Condé,90,505425,v4_olmo-mix-1124_llama,
historical_figure,Frederick Louis of Nassau-Ottweiler,Nassau-Ottweiler,6,169,v4_olmo-mix-1124_llama,
historical_figure,Magnus Stenbock,Stenbock,1811,15460,v4_olmo-mix-1124_llama,
historical_figure,"Jeanne Agnès Berthelot de Pléneuf, marquise de Prie",Prie,2,976802,v4_olmo-mix-1124_llama,
historical_figure,Amalia Pachelbel,Pachelbel,102,170770,v4_olmo-mix-1124_llama,
historical_figure,"François de Neufville, duc de Villeroi",Villeroi,144,21637,v4_olmo-mix-1124_llama,
historical_figure,Philipp Stamma,Stamma,844,9646,v4_olmo-mix-1124_llama,
historical_figure,Duchess Sophia of Saxe-Weissenfels,Saxe-Weissenfels,1,2866,v4_olmo-mix-1124_llama,
historical_figure,Sophie Marie of Hesse-Darmstadt,Hesse-Darmstadt,19,40893,v4_olmo-mix-1124_llama,
historical_figure,Johanna Elisabeth of Baden-Durlach,Baden-Durlach,30,10248,v4_olmo-mix-1124_llama,
historical_figure,Giuseppe Scolari,Scolari,161,221001,v4_olmo-mix-1124_llama,
historical_figure,Dorothea Wilhelmine of Saxe-Zeitz,Saxe-Zeitz,23,890,v4_olmo-mix-1124_llama,
historical_figure,Antonio Filocamo,Filocamo,8,2701,v4_olmo-mix-1124_llama,
historical_figure,José de Santiago Concha,Concha,14,214173,v4_olmo-mix-1124_llama,
historical_figure,Marie Anne Barbier,Barbier,2,242159,v4_olmo-mix-1124_llama,
historical_figure,Sophie Charlotte of Hesse-Kassel,Hesse-Kassel,20,51248,v4_olmo-mix-1124_llama,
historical_figure,"Ferdinando de' Medici, Grand Prince of Tuscany",Tuscany,644,2573376,v4_olmo-mix-1124_llama,
historical_figure,Giuseppe Nogari,Nogari,241,2752,v4_olmo-mix-1124_llama,
historical_figure,"Christian Everhard, Prince of East Frisia",Frisia,3,160777,v4_olmo-mix-1124_llama,
historical_figure,Pietro Torri,Torri,217,163972,v4_olmo-mix-1124_llama,
historical_figure,David Nieto,Nieto,3712,1228431,v4_olmo-mix-1124_llama,
historical_figure,Jean-Baptiste Rousseau,Rousseau,1286,3934428,v4_olmo-mix-1124_llama,
historical_figure,Ludovico Antonio Muratori,Muratori,2176,65309,v4_olmo-mix-1124_llama,
historical_figure,Jacob van Oost the Younger,Younger,19,5492730,v4_olmo-mix-1124_llama,
historical_figure,Monsieur de Sainte-Colombe,Sainte-Colombe,1489,8428,v4_olmo-mix-1124_llama,
historical_figure,"John Adolphus, Duke of Schleswig-Holstein-Sonderburg-Plön",Schleswig-Holstein-Sonderburg-Plön,2,486,v4_olmo-mix-1124_llama,
historical_figure,Carl Gustaf Creutz,Creutz,61,484212,v4_olmo-mix-1124_llama,
historical_figure,Gyeongjong of Joseon,Joseon,176,772268,v4_olmo-mix-1124_llama,
historical_figure,Felice Boselli,Boselli,57,53948,v4_olmo-mix-1124_llama,
historical_figure,Andrea Palma,Palma,1870,2480441,v4_olmo-mix-1124_llama,
historical_figure,Andreas Bergmüller,Bergmüller,0,2405,v4_olmo-mix-1124_llama,
historical_figure,Andreas Dietrich Apel,Apel,0,288365,v4_olmo-mix-1124_llama,
historical_figure,Andreas Florens Rivinus,Rivinus,0,6383,v4_olmo-mix-1124_llama,
historical_figure,Andreas Gillardon der Jüngere,Jüngere,0,3226,v4_olmo-mix-1124_llama,
historical_figure,Andreas Steinböck,Steinböck,5,869,v4_olmo-mix-1124_llama,
historical_figure,Andreas Tamitius,Tamitius,0,0,v4_olmo-mix-1124_llama,
historical_figure,Andreas Westphal,Westphal,138,1277024,v4_olmo-mix-1124_llama,
historical_figure,Luís da Cunha,Cunha,858,642400,v4_olmo-mix-1124_llama,
historical_figure,Jean-Baptiste Théodon,Théodon,82,286,v4_olmo-mix-1124_llama,
historical_figure,Louis Jolliet,Jolliet,17440,42858,v4_olmo-mix-1124_llama,
historical_figure,Otto Arnold von Paykull,Paykull,256,1224,v4_olmo-mix-1124_llama,
historical_figure,Jacob Gilles,Gilles,432,4933763,v4_olmo-mix-1124_llama,
historical_figure,Peg Woffington,Woffington,2295,8865,v4_olmo-mix-1124_llama,
historical_figure,"Sir James Somerville, 1st Baronet",Baronet,2,386516,v4_olmo-mix-1124_llama,
historical_figure,Louis François Marie Le Tellier,Tellier,14,120334,v4_olmo-mix-1124_llama,
historical_figure,Edward Low,Low,18665,54761796,v4_olmo-mix-1124_llama,
historical_figure,André Brué,Brué,0,746,v4_olmo-mix-1124_llama,
historical_figure,George Stepney,Stepney,356,196788,v4_olmo-mix-1124_llama,
historical_figure,Kitty Fisher,Fisher,5888,17978785,v4_olmo-mix-1124_llama,
historical_figure,André Hubert,Hubert,227,3202155,v4_olmo-mix-1124_llama,
historical_figure,Giovanni Battista Gaulli,Gaulli,1953,7640,v4_olmo-mix-1124_llama,
historical_figure,Isaac van Hoornbeek,Hoornbeek,18,1512,v4_olmo-mix-1124_llama,
historical_figure,John Partridge,Partridge,13366,1530444,v4_olmo-mix-1124_llama,
historical_figure,Sophie Eleonore von Braunschweig-Wolfenbüttel-Bevern,Braunschweig-Wolfenbüttel-Bevern,0,157,v4_olmo-mix-1124_llama,
historical_figure,Johann Georg Ahle,Ahle,61,148148,v4_olmo-mix-1124_llama,
historical_figure,Peter Artedi,Artedi,1466,6011,v4_olmo-mix-1124_llama,
historical_figure,Andries Pels,Pels,165,134245,v4_olmo-mix-1124_llama,
historical_figure,Edward Lovett Pearce,Pearce,907,3756427,v4_olmo-mix-1124_llama,
historical_figure,Giuseppe Maria Crespi,Crespi,1625,165543,v4_olmo-mix-1124_llama,
historical_figure,Thomas Archer,Archer,7128,8103700,v4_olmo-mix-1124_llama,
historical_figure,"Henry Sydney, 1st Earl of Romney",Romney,77,52346812,v4_olmo-mix-1124_llama,
historical_figure,Caspar Bartholin the Younger,Younger,443,5492730,v4_olmo-mix-1124_llama,
historical_figure,"Christian Ernst, Margrave of Brandenburg-Bayreuth",Brandenburg-Bayreuth,94,3553,v4_olmo-mix-1124_llama,
historical_figure,Balthasar Denner,Denner,973,131399,v4_olmo-mix-1124_llama,
historical_figure,Anna Louise Föhse,Föhse,139,552,v4_olmo-mix-1124_llama,
historical_figure,Daniel Papebroch,Papebroch,225,1095,v4_olmo-mix-1124_llama,
historical_figure,Nicolo Grimaldi,Grimaldi,283,528451,v4_olmo-mix-1124_llama,
historical_figure,Nils Bielke,Bielke,139,8546,v4_olmo-mix-1124_llama,
historical_figure,Daniel Krman,Krman,101,638,v4_olmo-mix-1124_llama,
historical_figure,Christian Ritter,Ritter,1129,2589934,v4_olmo-mix-1124_llama,
historical_figure,Philips van Almonde,Almonde,352,2694,v4_olmo-mix-1124_llama,
historical_figure,Gaetano Giulio Zumbo,Zumbo,198,80933,v4_olmo-mix-1124_llama,
historical_figure,Niccolò Partenio Giannettasio,Giannettasio,0,76,v4_olmo-mix-1124_llama,
historical_figure,Ned Ward,Ward,4219,22796824,v4_olmo-mix-1124_llama,
historical_figure,"Louis Thomas, Count of Soissons",Soissons,13,133270,v4_olmo-mix-1124_llama,
historical_figure,Salomon Adler,Adler,203,4022777,v4_olmo-mix-1124_llama,
historical_figure,Carl Piper,Piper,533,8064230,v4_olmo-mix-1124_llama,
historical_figure,Ferdinand Kettler,Kettler,293,108670,v4_olmo-mix-1124_llama,
historical_figure,Menno van Coehoorn,Coehoorn,1695,85041,v4_olmo-mix-1124_llama,
historical_figure,"Frederick II, Landgrave of Hesse-Homburg",Hesse-Homburg,21,7303,v4_olmo-mix-1124_llama,
historical_figure,Pierre Daniel Huet,Huet,1215,237007,v4_olmo-mix-1124_llama,
historical_figure,Anthoni Schoonjans,Schoonjans,38,7837,v4_olmo-mix-1124_llama,
historical_figure,Anthonie Heinsius,Heinsius,744,18975,v4_olmo-mix-1124_llama,
historical_figure,Katarzyna Barbara Radziwiłł,Radziwiłł,1,33944,v4_olmo-mix-1124_llama,
historical_figure,Johann Michael Feuchtmayer the Elder,Elder,3,16184318,v4_olmo-mix-1124_llama,
historical_figure,Antoine Coypel,Coypel,2127,10198,v4_olmo-mix-1124_llama,
historical_figure,Anton Braun,Braun,1337,5874436,v4_olmo-mix-1124_llama,
historical_figure,Michel Poncet de La Rivière,Rivière,2,205264,v4_olmo-mix-1124_llama,
historical_figure,Anton Friedrich Steding,Steding,0,12768,v4_olmo-mix-1124_llama,
historical_figure,Anton von Montfort,Montfort,0,604141,v4_olmo-mix-1124_llama,
historical_figure,John Benbow,Benbow,3379,155730,v4_olmo-mix-1124_llama,
historical_figure,Antonino Biffi,Biffi,29,22393,v4_olmo-mix-1124_llama,
historical_figure,Pieter van Gunst,Gunst,68,235151,v4_olmo-mix-1124_llama,
historical_figure,Antonio Tarsia,Tarsia,324,15703,v4_olmo-mix-1124_llama,
historical_figure,Claude Monet,Monet,334055,10831684,v4_olmo-mix-1124_llama,
historical_figure,Adolf Hitler,Hitler,4969486,51805860,v4_olmo-mix-1124_llama,
historical_figure,Yanka Kupala,Kupala,5014,40272,v4_olmo-mix-1124_llama,
historical_figure,Carl Sagan,Sagan,1746238,3741410,v4_olmo-mix-1124_llama,
historical_figure,Émile Zola,Zola,77072,1570023,v4_olmo-mix-1124_llama,
historical_figure,Juan Antonio Rios,Rios,212,1685884,v4_olmo-mix-1124_llama,
historical_figure,Andrei Tarkovsky,Tarkovsky,185736,747866,v4_olmo-mix-1124_llama,
historical_figure,Joseph Stalin,Stalin,1270649,23101357,v4_olmo-mix-1124_llama,
historical_figure,Juan Luis Sanfuentes,Sanfuentes,303,3625,v4_olmo-mix-1124_llama,
historical_figure,J. R. R. Tolkien,Tolkien,1730,9213995,v4_olmo-mix-1124_llama,
historical_figure,Giovanni Gronchi,Gronchi,1796,8501,v4_olmo-mix-1124_llama,
historical_figure,Pedro Montt,Montt,1977,377804,v4_olmo-mix-1124_llama,
historical_figure,Janis Joplin,Joplin,579539,1883487,v4_olmo-mix-1124_llama,
historical_figure,Sigfrid Edström,Edström,903,12860,v4_olmo-mix-1124_llama,
historical_figure,Édith Piaf,Piaf,26966,423005,v4_olmo-mix-1124_llama,
historical_figure,Jacques Brel,Brel,92206,308349,v4_olmo-mix-1124_llama,
historical_figure,Louis Armstrong,Armstrong,896166,16875411,v4_olmo-mix-1124_llama,
historical_figure,Mike Hawthorn,Hawthorn,29344,1003801,v4_olmo-mix-1124_llama,
historical_figure,Hans Schmidt,Schmidt,23200,9630758,v4_olmo-mix-1124_llama,
historical_figure,Heinrich Lübke,Lübke,2924,18524,v4_olmo-mix-1124_llama,
historical_figure,Pius XII,XII,744567,4173650,v4_olmo-mix-1124_llama,
historical_figure,Erich Honecker,Honecker,65907,161090,v4_olmo-mix-1124_llama,
historical_figure,Wilhelm II,II,411235,191309107,v4_olmo-mix-1124_llama,
historical_figure,Jaroslav Hašek,Hašek,14513,45290,v4_olmo-mix-1124_llama,
historical_figure,Charles Maurras,Maurras,27085,64873,v4_olmo-mix-1124_llama,
historical_figure,Rufus R. Jones,Jones,790,79009195,v4_olmo-mix-1124_llama,
historical_figure,Laurent Dauthuille,Dauthuille,897,1656,v4_olmo-mix-1124_llama,
historical_figure,Paul von Rennenkampf,Rennenkampf,1782,19431,v4_olmo-mix-1124_llama,
historical_figure,Louis Aragon,Aragon,34019,2679333,v4_olmo-mix-1124_llama,
historical_figure,Elsa Triolet,Triolet,3281,23507,v4_olmo-mix-1124_llama,
historical_figure,Federico Gamboa,Gamboa,832,308158,v4_olmo-mix-1124_llama,
historical_figure,Anne Frank,Frank,1076830,83468330,v4_olmo-mix-1124_llama,
historical_figure,Marilyn Monroe,Monroe,2083545,10318787,v4_olmo-mix-1124_llama,
historical_figure,Le Corbusier,Corbusier,572844,729113,v4_olmo-mix-1124_llama,
historical_figure,Roy Budd,Budd,5140,29375886,v4_olmo-mix-1124_llama,
historical_figure,Chris Hooijkaas,Hooijkaas,1,1752,v4_olmo-mix-1124_llama,
historical_figure,Elder Paisios of Mount Athos,Athos,879,880676,v4_olmo-mix-1124_llama,
historical_figure,Salvador Dalí,Dalí,192125,601486,v4_olmo-mix-1124_llama,
historical_figure,Frida Kahlo,Kahlo,416819,768722,v4_olmo-mix-1124_llama,
historical_figure,Buddy Holly,Holly,619150,12012196,v4_olmo-mix-1124_llama,
historical_figure,Mervyn Peake,Peake,57378,570520,v4_olmo-mix-1124_llama,
historical_figure,Emmy Noether,Noether,84881,780317,v4_olmo-mix-1124_llama,
historical_figure,Marie Curie,Curie,780030,2032882,v4_olmo-mix-1124_llama,
historical_figure,Lucy Weston Pickett,Pickett,2,1444316,v4_olmo-mix-1124_llama,
historical_figure,Giuseppe Verdi,Verdi,130830,1347228,v4_olmo-mix-1124_llama,
historical_figure,Yuri Gagarin,Gagarin,342081,830259,v4_olmo-mix-1124_llama,
historical_figure,Otto Frank,Frank,76425,83468330,v4_olmo-mix-1124_llama,
historical_figure,John Coltrane,Coltrane,624164,1816911,v4_olmo-mix-1124_llama,
historical_figure,Hertha Sponer,Sponer,800,9754,v4_olmo-mix-1124_llama,
historical_figure,Karen Wetterhahn,Wetterhahn,3661,11746,v4_olmo-mix-1124_llama,
historical_figure,Mary Peters Fieser,Fieser,16,32210,v4_olmo-mix-1124_llama,
historical_figure,Louise Hammarström,Hammarström,32,96769,v4_olmo-mix-1124_llama,
historical_figure,Anna J. Harrison,Harrison,97,18043454,v4_olmo-mix-1124_llama,
historical_figure,Kathleen Lonsdale,Lonsdale,4446,421306,v4_olmo-mix-1124_llama,
